FTSE Developed World UCITS ETF - (USD) Distributing (VDEV)
As of 31 August 2020
Holding name,% of funds,Market value,Shares
Kawasaki Kisen Kaisha Ltd.,"=""0.00153%""","$11,156","1,000.00"
NWS Holdings Ltd.,"=""0.00151%""","$11,054","13,000.00"
Sankyo Co. Ltd.,"=""0.00151%""","$11,052",400.00
Fujikura Ltd.,"=""0.00149%""","$10,886","3,700.00"
Traton SE,"=""0.00149%""","$10,885",531.00
NongShim Co. Ltd.,"=""0.00149%""","$10,895",36.00
Buzzi Unicem SPA,"=""0.00148%""","$10,840",776.00
Nissan Shatai Co. Ltd.,"=""0.00148%""","$10,807","1,200.00"
Chow Tai Fook Jewellery Group Ltd.,"=""0.00148%""","$10,777","9,600.00"
Electrolux Professional AB Class B,"=""0.00147%""","$10,718","2,413.00"
Sapporo Holdings Ltd.,"=""0.00147%""","$10,705",600.00
AEON Financial Service Co. Ltd.,"=""0.00146%""","$10,671","1,200.00"
NTN Corp.,"=""0.00145%""","$10,580","5,500.00"
Salvatore Ferragamo SPA,"=""0.00145%""","$10,595",734.00
Airport City Ltd.,"=""0.00144%""","$10,508",901.00
Kiwi Property Group Ltd.,"=""0.00144%""","$10,513","14,956.00"
Ninety One plc,"=""0.00144%""","$10,542","3,569.00"
Autobacs Seven Co. Ltd.,"=""0.00142%""","$10,350",800.00
Amot Investments Ltd.,"=""0.00142%""","$10,347","2,014.00"
Grupa Lotos SA,"=""0.00141%""","$10,257",930.00
Nippon Paper Industries Co. Ltd.,"=""0.00140%""","$10,184",800.00
L'Occitane International SA,"=""0.00140%""","$10,219","6,000.00"
Air France-KLM,"=""0.00139%""","$10,111","2,239.00"
Sanrio Co. Ltd.,"=""0.00138%""","$10,037",600.00
Helixmith Co. Ltd.,"=""0.00138%""","$10,075",243.00
Platinum Asset Management Ltd.,"=""0.00138%""","$10,059","3,666.00"
Resorttrust Inc.,"=""0.00137%""","$9,967",700.00
GS Retail Co. Ltd.,"=""0.00135%""","$9,847",355.00
Electricite de France SA,"=""0.00135%""","$9,821",933.00
Hitachi Capital Corp.,"=""0.00134%""","$9,766",400.00
Babcock International Group plc,"=""0.00133%""","$9,706","2,664.00"
Yamato Kogyo Co. Ltd.,"=""0.00132%""","$9,607",400.00
Ottogi Corp.,"=""0.00132%""","$9,629",19.00
Medytox Inc.,"=""0.00130%""","$9,459",45.00
Orient Corp.,"=""0.00130%""","$9,488","8,600.00"
Shikun & Binui Ltd.,"=""0.00127%""","$9,259","2,069.00"
Kotobuki Spirits Co. Ltd.,"=""0.00127%""","$9,241",200.00
AIB Group plc,"=""0.00127%""","$9,282","7,513.00"
Maeda Road Construction Co. Ltd.,"=""0.00126%""","$9,222",500.00
Citizen Watch Co. Ltd.,"=""0.00126%""","$9,216","2,900.00"
Dah Sing Financial Holdings Ltd.,"=""0.00125%""","$9,104","3,200.00"
Megmilk Snow Brand Co. Ltd.,"=""0.00124%""","$9,053",400.00
Nisshinbo Holdings Inc.,"=""0.00123%""","$9,010","1,300.00"
Seb SA Frf20(Prime Fidelite)(Regd),"=""0.00123%""","$8,972",51.00
Canon Marketing Japan Inc.,"=""0.00122%""","$8,940",500.00
Ald SA,"=""0.00119%""","$8,660",841.00
Kissei Pharmaceutical Co. Ltd.,"=""0.00119%""","$8,721",400.00
CJ ENM Co. Ltd.,"=""0.00119%""","$8,693",87.00
mBank SA,"=""0.00119%""","$8,665",169.00
GungHo Online Entertainment Inc.,"=""0.00116%""","$8,467",410.00
Doosan Bobcat Inc.,"=""0.00115%""","$8,369",378.00
Glory Ltd.,"=""0.00115%""","$8,359",400.00
Olam International Ltd.,"=""0.00114%""","$8,350","8,600.00"
OCI Co. Ltd.,"=""0.00113%""","$8,279",152.00
Shapir Engineering and Industry Ltd.,"=""0.00113%""","$8,214","1,174.00"
MGM China Holdings Ltd.,"=""0.00112%""","$8,151","5,600.00"
Ssangyong Cement Industrial Co. Ltd.,"=""0.00110%""","$8,062","1,698.00"
Topcon Corp.,"=""0.00110%""","$8,053","1,000.00"
NH Investment & Securities Co. Ltd.,"=""0.00110%""","$7,995","1,060.00"
Cosmo Energy Holdings Co. Ltd.,"=""0.00109%""","$7,931",500.00
Japan Aviation Electronics Industry Ltd.,"=""0.00107%""","$7,814",600.00
H2O Retailing Corp.,"=""0.00105%""","$7,686","1,100.00"
SK Networks Co. Ltd.,"=""0.00104%""","$7,580","1,735.00"
Dufry AG,"=""0.00103%""","$7,483",248.00
Singapore Post Ltd.,"=""0.00102%""","$7,465","14,500.00"
Kyoritsu Maintenance Co. Ltd.,"=""0.00101%""","$7,346",200.00
Shufersal Ltd.,"=""0.00100%""","$7,333",931.00
Domain Holdings Australia Ltd.,"=""0.00100%""","$7,285","2,648.00"
Melisron Ltd.,"=""0.00100%""","$7,269",181.00
Fuji Seal International Inc.,"=""0.00099%""","$7,257",400.00
Whitehaven Coal Ltd.,"=""0.00098%""","$7,148","10,393.00"
Ichigo Inc.,"=""0.00096%""","$6,988","2,600.00"
KEPCO Plant Service & Engineering Co. Ltd.,"=""0.00095%""","$6,927",296.00
Gazit-Globe Ltd.,"=""0.00094%""","$6,864","1,319.13"
Maruha Nichiro Corp.,"=""0.00093%""","$6,784",300.00
Doosan Infracore Co. Ltd.,"=""0.00091%""","$6,640",981.00
KCC Corp.,"=""0.00090%""","$6,576",56.00
SEB SA COMMON STOCK NPV,"=""0.00089%""","$6,509",37.00
Harel Insurance Investments & Financial Services Ltd.,"=""0.00088%""","$6,449",898.00
Shougang Fushan Resources Group Ltd.,"=""0.00087%""","$6,359","28,000.00"
Hyundai Department Store Co. Ltd.,"=""0.00087%""","$6,374",141.00
ASKUL Corp.,"=""0.00085%""","$6,177",200.00
Golden Agri-Resources Ltd.,"=""0.00085%""","$6,218","58,300.00"
Matsui Securities Co. Ltd.,"=""0.00085%""","$6,238",700.00
Mando Corp.,"=""0.00084%""","$6,132",232.00
First Pacific Co. Ltd.,"=""0.00084%""","$6,160","22,000.00"
Lotte Shopping Co. Ltd.,"=""0.00083%""","$6,078",95.00
Tokai Rika Co. Ltd.,"=""0.00082%""","$6,005",400.00
Mediaset SPA,"=""0.00082%""","$5,995","3,234.00"
Hanwha Aerospace Co. Ltd.,"=""0.00080%""","$5,821",268.00
Sodexo SA - PRIME FIDELITE 2023,"=""0.00080%""","$5,808",81.00
StarHub Ltd.,"=""0.00080%""","$5,833","6,500.00"
Posco International Corp.,"=""0.00079%""","$5,782",505.00
Lotte Corp.,"=""0.00076%""","$5,581",221.00
SillaJen Inc.,"=""0.00076%""","$5,562",546.00
Doosan Solus Co. Ltd.,"=""0.00074%""","$5,388",160.00
MMG Ltd.,"=""0.00073%""","$5,342","20,000.00"
HIS Co. Ltd.,"=""0.00073%""","$5,364",300.00
Amorepacific Corp. Preference Shares,"=""0.00072%""","$5,277",105.00
Kansai Mirai Financial Group Inc.,"=""0.00069%""","$5,058","1,200.00"
Johnson Electric Holdings Ltd.,"=""0.00068%""","$4,935","2,500.00"
Nippon Television Holdings Inc.,"=""0.00065%""","$4,723",400.00
Kandenko Co. Ltd.,"=""0.00064%""","$4,707",600.00
Noevir Holdings Co. Ltd.,"=""0.00063%""","$4,574",100.00
Cafe de Coral Holdings Ltd.,"=""0.00063%""","$4,619","2,000.00"
Phoenix Holdings Ltd.,"=""0.00063%""","$4,568",912.00
Hutchison Port Holdings Trust,"=""0.00062%""","$4,494","42,400.00"
Air New Zealand Ltd.,"=""0.00062%""","$4,544","4,802.00"
Paradise Co. Ltd.,"=""0.00060%""","$4,355",389.00
Guotai Junan International Holdings Ltd.,"=""0.00060%""","$4,413","30,000.00"
Toyota Boshoku Corp.,"=""0.00058%""","$4,255",300.00
TechnipFMC plc,"=""0.00057%""","$4,127",536.00
Shun Tak Holdings Ltd.,"=""0.00057%""","$4,165","12,000.00"
BGF retail Co. Ltd.,"=""0.00056%""","$4,079",38.00
Fattal Holdings 1998 Ltd.,"=""0.00056%""","$4,118",62.00
DGB Financial Group Inc.,"=""0.00055%""","$4,008",900.00
China Travel International Investment Hong Kong Ltd.,"=""0.00054%""","$3,925","26,000.00"
Oil Refineries Ltd.,"=""0.00053%""","$3,882","19,023.00"
Hyundai Mipo Dockyard Co. Ltd.,"=""0.00053%""","$3,857",149.00
NHN Corp.,"=""0.00051%""","$3,744",61.00
Sodexo SA,"=""0.00051%""","$3,729",52.00
Towngas China Co. Ltd.,"=""0.00050%""","$3,633","8,000.00"
Israel Corp. Ltd.,"=""0.00049%""","$3,577",30.00
Sodexo SA,"=""0.00048%""","$3,514",49.00
Tokyo Broadcasting System Holdings Inc.,"=""0.00047%""","$3,455",200.00
LOTTE Fine Chemical Co. Ltd.,"=""0.00045%""","$3,311",88.00
Nexteer Automotive Group Ltd.,"=""0.00045%""","$3,258","5,000.00"
Lifestyle International Holdings Ltd.,"=""0.00044%""","$3,211","3,500.00"
Dongsuh Cos. Inc.,"=""0.00041%""","$3,011",140.00
Fuji Media Holdings Inc.,"=""0.00041%""","$2,979",300.00
CJ CheilJedang Corp. Preference Shares,"=""0.00040%""","$2,908",21.00
Kinnevik AB,"=""0.00040%""","$2,951","3,662.00"
Frasers Property Ltd.,"=""0.00039%""","$2,840","3,300.00"
Hanwha Corp. Preference Shares,"=""0.00037%""","$2,725",250.00
Sodexo SA,"=""0.00037%""","$2,725",38.00
Lotte Chilsung Beverage Co. Ltd.,"=""0.00033%""","$2,376",30.00
Samsung Fire & Marine Insurance Co. Ltd. Preference Shares,"=""0.00033%""","$2,426",22.00
Shui On Land Ltd.,"=""0.00030%""","$2,188","16,000.00"
FIT Hon Teng Ltd.,"=""0.00027%""","$1,974","5,000.00"
LS Corp.,"=""0.00027%""","$1,981",52.00
Daewoo Engineering & Construction Co. Ltd.,"=""0.00025%""","$1,852",747.00
Hyundai Construction Equipment Co. Ltd.,"=""0.00024%""","$1,766",96.00
Hanwha Life Insurance Co. Ltd.,"=""0.00021%""","$1,556","1,208.00"
Sa Sa International Holdings Ltd.,"=""0.00019%""","$1,352","8,000.00"
Delek Group Ltd.,"=""0.00017%""","$1,210",52.00
Hyundai Wia Corp.,"=""0.00016%""","$1,192",34.00
Tuas Ltd.,"=""0.00013%""",$914,"2,472.00"
FIH Mobile Ltd.,"=""0.00013%""",$919,"8,000.00"
Television Broadcasts Ltd.,"=""0.00011%""",$789,700.00
Wing Tai Holdings Ltd.,"=""0.00010%""",$759,600.00
Sembcorp Marine Ltd.,"=""0.00009%""",$679,"4,500.00"
SIA Engineering Co. Ltd.,"=""0.00004%""",$271,200.00
Hutchison Telecommunications Hong Kong Holdings Ltd.,"=""0.00004%""",$320,"2,000.00"
Macau Legend Development Ltd.,"=""0.00003%""",$243,"2,000.00"

"Total allocation percentages shown in the holdings details or the spreadsheet may not equal 100%, due to rounding or omission of cash and/or futures contracts.The value of investments, and the income from them, may fall or rise and investors may get back less than they invested."
