FTSE All-World UCITS ETF - (USD) Distributing (VWRD)
As of 31 July 2020
Holding name,% of funds,Market value,Shares
Huaxin Cement Co. Ltd. Class B,"=""0.00377%""","$225,801","124,340.00"
AP Moller - Maersk A/S Class A,"=""0.00377%""","$225,786",190.00
Topsports International Holdings Ltd.,"=""0.00377%""","$226,079","188,000.00"
Klabin SA,"=""0.00376%""","$225,419","56,800.00"
Genscript Biotech Corp.,"=""0.00376%""","$225,439","104,000.00"
Minor International PCL (Foreign),"=""0.00376%""","$225,363","386,120.00"
Nippon Yusen KK,"=""0.00375%""","$225,102","17,500.00"
Tongwei Co. Ltd. Class A,"=""0.00375%""","$224,981","57,500.00"
Jarir Marketing Co.,"=""0.00375%""","$224,921","5,579.00"
Prada Spa,"=""0.00374%""","$224,148","58,100.00"
LOTTE Fine Chemical Co. Ltd.,"=""0.00373%""","$223,340","6,082.00"
Hysan Development Co. Ltd.,"=""0.00373%""","$223,659","81,000.00"
Kangwon Land Inc.,"=""0.00372%""","$222,976","11,626.00"
Eutelsat Communications SA,"=""0.00371%""","$222,300","21,936.00"
Banco de Sabadell SA,"=""0.00371%""","$222,153","650,061.00"
CNP Assurances,"=""0.00371%""","$222,654","18,478.00"
SCSK Corp.,"=""0.00371%""","$222,226","4,400.00"
LG Display Co. Ltd.,"=""0.00371%""","$222,451","21,034.00"
Hyundai Motor Co. 2nd Preference Shares,"=""0.00370%""","$221,819","3,819.00"
QL Resources Bhd.,"=""0.00370%""","$222,132","96,500.00"
Aker BP ASA,"=""0.00369%""","$221,075","11,810.00"
Ebara Corp.,"=""0.00369%""","$221,020","9,400.00"
Metro AG,"=""0.00369%""","$221,148","24,125.00"
PSG Group Ltd.,"=""0.00369%""","$221,377","24,433.00"
GS Engineering & Construction Corp.,"=""0.00368%""","$220,889","9,765.00"
Bank of Queensland Ltd.,"=""0.00368%""","$220,871","51,762.00"
Grupo Aeroportuario del Sureste SAB de CV Class B,"=""0.00367%""","$219,965","21,890.00"
Weibo Corp. ADR,"=""0.00367%""","$220,113","6,369.00"
Totvs SA,"=""0.00367%""","$220,303","44,400.00"
Gamuda Bhd.,"=""0.00366%""","$219,477","261,400.00"
Torrent Pharmaceuticals Ltd.,"=""0.00366%""","$219,176","6,156.00"
Seazen Group Ltd.,"=""0.00366%""","$219,603","231,560.00"
Xinjiang Goldwind Science & Technology Co. Ltd. Class A,"=""0.00365%""","$218,926","117,500.00"
Yamazaki Baking Co. Ltd.,"=""0.00365%""","$219,056","13,100.00"
ProSiebenSat.1 Media SE,"=""0.00365%""","$218,783","21,203.00"
Energisa SA,"=""0.00365%""","$218,738","23,168.00"
TechnoPro Holdings Inc.,"=""0.00365%""","$218,803","4,300.00"
Coca-Cola Bottlers Japan Holdings Inc.,"=""0.00364%""","$218,233","14,650.00"
Open House Co. Ltd.,"=""0.00364%""","$218,044","7,700.00"
Petronet LNG Ltd.,"=""0.00362%""","$217,276","65,584.00"
Virgin Money UK plc,"=""0.00362%""","$217,230","189,239.00"
Tower Semiconductor Ltd.,"=""0.00361%""","$216,274","10,368.00"
Meinian Onehealth Healthcare Holdings Co. Ltd. Class A,"=""0.00360%""","$215,942","97,900.00"
GoerTek Inc. Class A,"=""0.00360%""","$216,032","35,300.00"
Nagase & Co. Ltd.,"=""0.00359%""","$215,507","18,800.00"
Sanwa Holdings Corp.,"=""0.00359%""","$214,985","25,200.00"
Melco International Development Ltd.,"=""0.00359%""","$215,050","114,000.00"
Tui AG,"=""0.00359%""","$215,425","56,971.00"
Mapfre SA,"=""0.00359%""","$215,154","119,232.00"
Becle SAB de CV,"=""0.00358%""","$214,524","104,700.00"
Biocon Ltd.,"=""0.00358%""","$214,906","39,252.00"
Teva Pharmaceutical Industries Ltd. ADR,"=""0.00358%""","$214,413","18,580.00"
Huadian Power International Corp. Ltd. Class A,"=""0.00358%""","$214,816","412,900.00"
Natixis SA,"=""0.00358%""","$214,446","88,248.00"
Logan Group Co. Ltd.,"=""0.00358%""","$214,714","124,000.00"
Rostelecom PJSC,"=""0.00356%""","$213,177","176,017.00"
Far East Horizon Ltd.,"=""0.00356%""","$213,210","259,000.00"
Daicel Corp.,"=""0.00355%""","$213,130","32,100.00"
Relo Group Inc.,"=""0.00355%""","$212,659","12,300.00"
Mitsubishi UFJ Lease & Finance Co. Ltd.,"=""0.00355%""","$212,967","50,600.00"
Tokuyama Corp.,"=""0.00352%""","$210,867","9,100.00"
Orion Corp./Republic of Korea,"=""0.00352%""","$211,336","1,879.00"
TMB Bank PCL,"=""0.00352%""","$210,753","6,917,690.00"
Zenkoku Hosho Co. Ltd.,"=""0.00352%""","$211,160","6,100.00"
Toyo Seikan Group Holdings Ltd.,"=""0.00351%""","$210,287","19,300.00"
Taiwan High Speed Rail Corp.,"=""0.00351%""","$210,295","185,000.00"
Persol Holdings Co. Ltd.,"=""0.00350%""","$210,071","16,600.00"
YDUQS Participacoes SA,"=""0.00349%""","$208,972","32,100.00"
Indorama Ventures PCL,"=""0.00348%""","$208,450","260,000.00"
Inner Mongolia Yili Industrial Group Co. Ltd. Class A,"=""0.00348%""","$208,422","39,700.00"
Changchun High & New Technology Industry Group Inc. Class A,"=""0.00348%""","$208,423","2,926.00"
Teco Electric and Machinery Co. Ltd.,"=""0.00347%""","$207,984","224,000.00"
Shenzhen International Holdings Ltd.,"=""0.00347%""","$207,943","127,500.00"
Universal Robina Corp.,"=""0.00347%""","$208,267","83,620.00"
Aldar Properties PJSC,"=""0.00347%""","$208,204","442,060.00"
Hyundai Steel Co.,"=""0.00346%""","$207,617","9,974.00"
OKUMA Corp.,"=""0.00346%""","$207,614","5,400.00"
Hualan Biological Engineering Inc. Class A,"=""0.00346%""","$207,523","22,300.00"
Netmarble Corp.,"=""0.00345%""","$206,923","1,926.00"
Grupo Energia Bogota SA ESP,"=""0.00345%""","$206,988","336,996.00"
Iyo Bank Ltd.,"=""0.00345%""","$207,078","35,200.00"
Jiangsu Expressway Co. Ltd. Class A,"=""0.00344%""","$205,979","146,500.00"
GOME Retail Holdings Ltd.,"=""0.00344%""","$206,219","1,427,000.00"
AVIC Aircraft Co. Ltd. Class A,"=""0.00343%""","$205,504","60,500.00"
Lao Feng Xiang Co. Ltd. Class A,"=""0.00343%""","$205,585","23,400.00"
Shanghai Fosun Pharmaceutical Group Co. Ltd. Class H,"=""0.00343%""","$205,755","43,510.00"
Cheng Shin Rubber Industry Co. Ltd.,"=""0.00342%""","$205,200","177,061.00"
Shinsei Bank Ltd.,"=""0.00342%""","$204,892","18,235.00"
Dar Al Arkan Real Estate Development Co.,"=""0.00342%""","$205,221","106,014.00"
Samsung Securities Co. Ltd.,"=""0.00342%""","$204,769","8,427.00"
AviChina Industry & Technology Co. Ltd. Class H,"=""0.00341%""","$204,619","344,000.00"
Smurfit Kappa Group plc,"=""0.00341%""","$204,313","6,071.00"
Aozora Bank Ltd.,"=""0.00341%""","$204,233","12,800.00"
A-Living Services Co. Ltd. Class H,"=""0.00341%""","$204,632","36,250.00"
East Money Information Co. Ltd. Class A,"=""0.00341%""","$204,576","53,520.00"
Agility Public Warehousing Co. KSC,"=""0.00340%""","$203,574","97,127.00"
Lojas Americanas SA Preference Shares,"=""0.00340%""","$204,143","31,165.00"
Electricity Generating PCL (Foreign),"=""0.00340%""","$203,691","26,800.00"
Qatar International Islamic Bank QSC,"=""0.00340%""","$204,008","90,474.00"
Kawasaki Heavy Industries Ltd.,"=""0.00339%""","$203,443","15,000.00"
Under Armour Inc. Class A,"=""0.00339%""","$203,225","19,318.00"
Gudang Garam Tbk PT,"=""0.00339%""","$203,323","59,400.00"
Kobe Bussan Co. Ltd.,"=""0.00339%""","$203,187","3,300.00"
GD Power Development Co. Ltd. Class A,"=""0.00339%""","$203,466","695,900.00"
Colbun SA,"=""0.00339%""","$203,121","1,122,275.00"
Commercial Bank PSQC,"=""0.00339%""","$203,057","179,015.00"
Zhejiang Dahua Technology Co. Ltd. Class A,"=""0.00338%""","$202,914","66,500.00"
Hella GmbH & Co. KGaA,"=""0.00338%""","$202,946","4,641.00"
Tiger Brands Ltd.,"=""0.00338%""","$202,572","19,563.00"
Hindustan Petroleum Corp. Ltd.,"=""0.00337%""","$202,167","70,347.00"
Yunnan Copper Co. Ltd. Class A,"=""0.00337%""","$201,900","95,700.00"
United Spirits Ltd.,"=""0.00337%""","$202,081","26,012.00"
Guangdong Haid Group Co. Ltd. Class A,"=""0.00337%""","$202,241","22,100.00"
Fletcher Building Ltd.,"=""0.00336%""","$201,206","89,362.00"
CIMIC Group Ltd.,"=""0.00336%""","$201,674","13,092.00"
Sotetsu Holdings Inc.,"=""0.00336%""","$201,386","8,500.00"
Magyar Telekom Telecommunications plc,"=""0.00336%""","$201,218","159,271.00"
Komercni banka as,"=""0.00336%""","$201,268","8,682.00"
Deutsche Lufthansa AG,"=""0.00335%""","$200,695","22,696.00"
Shanghai Jinjiang International Hotels Co. Ltd. Class B,"=""0.00335%""","$201,134","127,300.00"
Hachijuni Bank Ltd.,"=""0.00335%""","$200,662","54,400.00"
Bupa Arabia for Cooperative Insurance Co.,"=""0.00335%""","$201,112","6,317.00"
Azrieli Group Ltd.,"=""0.00335%""","$200,932","4,194.00"
Huaneng Power International Inc. Class A,"=""0.00333%""","$199,572","296,900.00"
Manila Electric Co.,"=""0.00333%""","$199,462","36,990.00"
Capri Holdings Ltd.,"=""0.00332%""","$199,099","13,291.00"
Grupo Financiero Inbursa SAB de CV,"=""0.00332%""","$198,889","275,000.00"
Jiangxi Copper Co. Ltd. Class A,"=""0.00331%""","$198,394","85,500.00"
Zijin Mining Group Co. Ltd. Class A,"=""0.00331%""","$198,710","237,000.00"
Jubilant Foodworks Ltd.,"=""0.00330%""","$198,003","8,610.00"
Turkiye Sise ve Cam Fabrikalari AS,"=""0.00329%""","$197,046","238,350.00"
Walsin Lihwa Corp.,"=""0.00329%""","$197,211","404,000.00"
Hugo Boss AG,"=""0.00329%""","$197,035","7,207.00"
Huaneng Power International Inc. Class H,"=""0.00329%""","$197,314","462,000.00"
Cia de Saneamento do Parana,"=""0.00329%""","$197,237","33,500.00"
Shenzhen Overseas Chinese Town Co. Ltd. Class A,"=""0.00328%""","$196,790","191,500.00"
Krungthai Card PCL,"=""0.00328%""","$196,733","199,500.00"
Rational AG,"=""0.00327%""","$196,257",328.00
China Literature Ltd.,"=""0.00327%""","$195,906","29,800.00"
Hiroshima Bank Ltd.,"=""0.00327%""","$196,028","43,000.00"
Grupo Aeroportuario del Centro Norte SAB de CV,"=""0.00326%""","$195,390","46,700.00"
Metcash Ltd.,"=""0.00326%""","$195,321","100,501.00"
Challenger Ltd.,"=""0.00326%""","$195,679","62,870.00"
Orient Securities Co. Ltd./China Class H,"=""0.00326%""","$195,488","290,800.00"
Nippon Kayaku Co. Ltd.,"=""0.00325%""","$194,647","20,000.00"
Mitsui OSK Lines Ltd.,"=""0.00325%""","$194,600","11,900.00"
Sumitomo Forestry Co. Ltd.,"=""0.00325%""","$194,851","17,400.00"
PALTAC Corp.,"=""0.00325%""","$194,760","3,600.00"
Zhejiang NHU Co. Ltd. Class A,"=""0.00324%""","$194,516","46,100.00"
Fielmann AG,"=""0.00324%""","$194,111","2,637.00"
United Tractors Tbk PT,"=""0.00323%""","$193,905","132,600.00"
Ulvac Inc.,"=""0.00323%""","$193,512","6,600.00"
Sawai Pharmaceutical Co. Ltd.,"=""0.00323%""","$193,890","4,100.00"
Glenmark Pharmaceuticals Ltd.,"=""0.00323%""","$193,390","31,984.00"
Cia Energetica de Minas Gerais Preference Shares,"=""0.00323%""","$193,367","83,886.00"
Aica Kogyo Co. Ltd.,"=""0.00322%""","$193,228","6,000.00"
Zhangzhou Pientzehuang Pharmaceutical Co. Ltd. Class A,"=""0.00322%""","$193,159","6,600.00"
United Energy Group Ltd.,"=""0.00321%""","$192,676","1,098,000.00"
Tokyo Tatemono Co. Ltd.,"=""0.00321%""","$192,377","18,000.00"
Ascott Residence Trust,"=""0.00321%""","$192,602","295,100.00"
Barwa Real Estate Co.,"=""0.00320%""","$191,612","220,429.00"
Worley Ltd.,"=""0.00319%""","$191,338","32,537.00"
Jardine Cycle & Carriage Ltd.,"=""0.00319%""","$191,220","13,111.00"
IJM Corp. Bhd.,"=""0.00318%""","$190,868","505,800.00"
CRRC Corp. Ltd. Class A,"=""0.00318%""","$190,921","228,100.00"
Samsung Engineering Co. Ltd.,"=""0.00317%""","$190,006","19,023.00"
Hundsun Technologies Inc. Class A,"=""0.00317%""","$189,791","12,090.00"
National Industrialization Co.,"=""0.00316%""","$189,221","68,765.00"
China Lesso Group Holdings Ltd.,"=""0.00316%""","$189,167","98,000.00"
Polyus PJSC GDR,"=""0.00315%""","$189,040","1,651.00"
Kumba Iron Ore Ltd.,"=""0.00314%""","$188,493","5,836.00"
Yangzijiang Shipbuilding Holdings Ltd.,"=""0.00314%""","$188,431","282,400.00"
Park24 Co. Ltd.,"=""0.00314%""","$188,026","14,000.00"
Ooredoo QPSC,"=""0.00314%""","$188,516","102,446.00"
John Wood Group plc,"=""0.00313%""","$187,686","74,849.00"
Berger Paints India Ltd.,"=""0.00313%""","$187,749","26,678.00"
Federal Grid Co. Unified Energy System PJSC,"=""0.00313%""","$187,628","70,147,895.00"
Keppel REIT,"=""0.00313%""","$187,946","234,300.00"
Furukawa Electric Co. Ltd.,"=""0.00312%""","$187,320","7,900.00"
Life Healthcare Group Holdings Ltd.,"=""0.00312%""","$186,906","183,234.00"
Maruichi Steel Tube Ltd.,"=""0.00311%""","$186,274","7,900.00"
China Merchants Shekou Industrial Zone Holdings Co. Ltd. Class A,"=""0.00311%""","$186,316","76,200.00"
Acer Inc.,"=""0.00311%""","$186,235","268,752.00"
Nanya Technology Corp.,"=""0.00311%""","$186,178","90,000.00"
Abdullah Al Othaim Markets Co.,"=""0.00310%""","$186,137","5,896.00"
CJ CheilJedang Corp.,"=""0.00309%""","$185,321",572.00
Poly Property Services Co. Ltd.,"=""0.00309%""","$185,193","17,600.00"
Wingtech Technology Co. Ltd. Class A,"=""0.00309%""","$185,234","8,500.00"
Industrias Penoles SAB de CV,"=""0.00308%""","$184,796","12,355.00"
Washington H Soul Pattinson & Co. Ltd.,"=""0.00308%""","$184,381","13,151.00"
Dongfang Electric Corp. Ltd. Class H,"=""0.00308%""","$184,552","323,600.00"
Ship Healthcare Holdings Inc.,"=""0.00308%""","$184,640","4,300.00"
Fraport AG Frankfurt Airport Services Worldwide,"=""0.00306%""","$183,751","4,706.00"
Bank of Ireland Group plc,"=""0.00306%""","$183,280","88,568.00"
Aluminum Corp. of China Ltd. Class H,"=""0.00305%""","$182,819","712,000.00"
Seven Group Holdings Ltd.,"=""0.00305%""","$182,988","14,983.00"
TravelSky Technology Ltd. Class H,"=""0.00305%""","$182,640","95,000.00"
51job Inc. ADR,"=""0.00304%""","$181,986","2,681.00"
Pirelli & C SPA,"=""0.00304%""","$182,525","45,898.00"
Hite Jinro Co. Ltd.,"=""0.00304%""","$182,082","5,221.00"
Chugoku Bank Ltd.,"=""0.00304%""","$182,318","21,300.00"
Sumitomo Rubber Industries Ltd.,"=""0.00303%""","$181,447","21,900.00"
Qantas Airways Ltd.,"=""0.00303%""","$181,594","78,395.00"
BR Malls Participacoes SA,"=""0.00303%""","$181,561","95,472.00"
Benefit One Inc.,"=""0.00302%""","$180,790","8,300.00"
Petronas Dagangan Bhd.,"=""0.00302%""","$181,026","35,700.00"
Kumho Petrochemical Co. Ltd.,"=""0.00301%""","$180,221","2,538.00"
Buzzi Unicem SPA,"=""0.00301%""","$180,615","7,949.00"
Bank of Hangzhou Co. Ltd. Class A,"=""0.00300%""","$179,810","132,900.00"
Cencosud Shopping SA,"=""0.00299%""","$179,187","96,530.00"
Globe Telecom Inc.,"=""0.00299%""","$179,336","4,270.00"
Boubyan Bank KSCP,"=""0.00299%""","$179,509","103,226.00"
Hyundai Marine & Fire Insurance Co. Ltd.,"=""0.00299%""","$179,356","9,171.00"
Fuchs Petrolub Se,"=""0.00297%""","$177,944","5,189.00"
Leroy Seafood Group ASA,"=""0.00297%""","$178,262","30,675.00"
Kalbe Farma Tbk PT,"=""0.00297%""","$178,013","1,660,700.00"
E-MART Inc.,"=""0.00297%""","$178,167","1,862.00"
Seven Bank Ltd.,"=""0.00297%""","$178,172","73,300.00"
Credit Saison Co. Ltd.,"=""0.00297%""","$177,781","19,200.00"
Mitsui Mining & Smelting Co. Ltd.,"=""0.00296%""","$177,589","8,500.00"
Mapletree North Asia Commercial Trust,"=""0.00296%""","$177,198","284,200.00"
PhosAgro PJSC,"=""0.00295%""","$176,857","4,881.00"
Kusuri no Aoki Holdings Co. Ltd.,"=""0.00295%""","$177,007","1,900.00"
SATS Ltd.,"=""0.00294%""","$176,033","88,100.00"
Sapporo Holdings Ltd.,"=""0.00294%""","$176,424","10,300.00"
Takara Holdings Inc.,"=""0.00294%""","$176,132","20,600.00"
Krung Thai Bank PCL (Foreign),"=""0.00294%""","$176,294","558,100.00"
Synnex Technology International Corp.,"=""0.00293%""","$175,756","117,550.00"
Hochtief AG,"=""0.00292%""","$175,342","2,149.00"
Asics Corp.,"=""0.00292%""","$174,842","15,800.00"
Macy's Inc.,"=""0.00292%""","$174,770","28,840.00"
Anhui Gujing Distillery Co. Ltd. Class B,"=""0.00291%""","$174,285","15,800.00"
Mr Price Group Ltd.,"=""0.00291%""","$174,656","23,476.00"
Grupa Lotos SA,"=""0.00290%""","$173,766","13,356.00"
Transmissora Alianca de Energia Eletrica SA,"=""0.00290%""","$174,123","31,300.00"
Beijing Enterprises Holdings Ltd.,"=""0.00289%""","$173,086","49,500.00"
Cia Cervecerias Unidas SA,"=""0.00289%""","$173,324","22,307.00"
Pola Orbis Holdings Inc.,"=""0.00289%""","$173,097","10,500.00"
China Traditional Chinese Medicine Holdings Co. Ltd.,"=""0.00289%""","$173,144","338,864.00"
Truworths International Ltd.,"=""0.00289%""","$173,086","90,329.00"
Nishi-Nippon Financial Holdings Inc.,"=""0.00289%""","$173,369","27,900.00"
Chicony Electronics Co. Ltd.,"=""0.00289%""","$173,302","58,421.00"
Shaanxi Coal Industry Co. Ltd. Class A,"=""0.00288%""","$172,647","148,900.00"
Takara Bio Inc.,"=""0.00288%""","$172,628","6,500.00"
Metropolitan Bank & Trust Co.,"=""0.00288%""","$172,520","247,542.00"
Kerry Properties Ltd.,"=""0.00288%""","$172,499","72,500.00"
Guosen Securities Co. Ltd. Class A,"=""0.00288%""","$172,727","91,300.00"
Dowa Holdings Co. Ltd.,"=""0.00287%""","$171,872","5,900.00"
Jonjee Hi-Tech Industrial And Commercial Holding Co. Ltd. Class A,"=""0.00287%""","$172,195","17,100.00"
JTEKT Corp.,"=""0.00287%""","$172,137","26,000.00"
Shenwan Hongyuan Group Co. Ltd. Class H,"=""0.00287%""","$172,099","540,000.00"
Hufvudstaden AB Class A,"=""0.00286%""","$171,638","13,188.00"
Kyushu Financial Group Inc.,"=""0.00285%""","$170,578","42,040.00"
Casino Guichard Perrachon SA,"=""0.00284%""","$170,372","6,105.00"
Investec Ltd.,"=""0.00284%""","$170,185","87,185.00"
Wanhua Chemical Group Co. Ltd. Class A,"=""0.00283%""","$169,526","17,500.00"
Seibu Holdings Inc.,"=""0.00283%""","$169,450","19,019.00"
BOE Technology Group Co. Ltd. Class A,"=""0.00283%""","$169,940","253,900.00"
Mabuchi Motor Co. Ltd.,"=""0.00283%""","$169,550","5,700.00"
Aisino Corp. Class A,"=""0.00283%""","$169,956","67,800.00"
Hanwha Corp. Preference Shares,"=""0.00283%""","$169,584","17,050.00"
Hanjaya Mandala Sampoerna Tbk PT,"=""0.00283%""","$169,437","1,450,900.00"
Pharmaron Beijing Co. Ltd. Class A,"=""0.00283%""","$169,939","11,300.00"
Carnival plc,"=""0.00283%""","$169,604","15,633.00"
Global Power Synergy PCL,"=""0.00283%""","$169,940","77,360.00"
Magnitogorsk Iron & Steel Works PJSC,"=""0.00282%""","$169,290","314,400.00"
Hyundai Glovis Co. Ltd.,"=""0.00282%""","$169,206","1,808.00"
Tsumura & Co.,"=""0.00282%""","$169,212","6,800.00"
Varta AG,"=""0.00281%""","$168,441","1,501.00"
Toyobo Co. Ltd.,"=""0.00281%""","$168,236","12,200.00"
JD.com Inc. Class A,"=""0.00281%""","$168,183","5,413.00"
Indocement Tunggal Prakarsa Tbk PT,"=""0.00280%""","$167,910","198,100.00"
Colgate-Palmolive India Ltd.,"=""0.00280%""","$167,990","8,830.00"
Berli Jucker PCL,"=""0.00278%""","$166,960","140,709.00"
Cie Plastic Omnium SA,"=""0.00278%""","$166,609","8,254.00"
Shimamura Co. Ltd.,"=""0.00278%""","$166,386","2,400.00"
RTL Group SA,"=""0.00278%""","$166,643","5,033.00"
SKYCITY Entertainment Group Ltd.,"=""0.00278%""","$166,701","100,500.00"
Asset World Corp. PCL,"=""0.00278%""","$166,924","1,294,800.00"
Sany Heavy Industry Co. Ltd. Class A,"=""0.00277%""","$165,800","54,800.00"
Zhuzhou CRRC Times Electric Co. Ltd. Class H,"=""0.00277%""","$166,354","47,400.00"
Indofood CBP Sukses Makmur Tbk PT,"=""0.00277%""","$166,167","263,700.00"
InterGlobe Aviation Ltd.,"=""0.00277%""","$165,839","12,662.00"
Yamaguchi Financial Group Inc.,"=""0.00277%""","$166,219","28,300.00"
Venustech Group Inc. Class A,"=""0.00277%""","$166,357","29,400.00"
Epistar Corp.,"=""0.00277%""","$165,826","107,000.00"
China Molybdenum Co. Ltd. Class H,"=""0.00276%""","$165,302","408,000.00"
GS Retail Co. Ltd.,"=""0.00276%""","$165,407","5,737.00"
Dairy Farm International Holdings Ltd.,"=""0.00276%""","$165,636","38,700.00"
Kamigumi Co. Ltd.,"=""0.00275%""","$165,079","9,100.00"
RusHydro PJSC,"=""0.00275%""","$164,844","16,113,621.00"
Moneta Money Bank AS,"=""0.00275%""","$164,948","72,133.00"
Saipem SPA,"=""0.00274%""","$164,458","77,588.00"
Arconic Corp.,"=""0.00274%""","$164,350","10,089.00"
Bharat Forge Ltd.,"=""0.00274%""","$164,099","32,142.00"
Nestle Malaysia Bhd.,"=""0.00274%""","$164,104","4,900.00"
Shenzhen Kangtai Biological Products Co. Ltd. Class A,"=""0.00274%""","$164,361","5,100.00"
AU Small Finance Bank Ltd.,"=""0.00274%""","$164,386","16,609.00"
Founder Securities Co. Ltd. Class A,"=""0.00274%""","$164,535","133,800.00"
Yunnan Energy New Material Co. Ltd. Class A,"=""0.00273%""","$163,675","14,300.00"
Japan Airlines Co. Ltd.,"=""0.00273%""","$163,493","10,100.00"
Zensho Holdings Co. Ltd.,"=""0.00273%""","$163,702","9,100.00"
UnipolSai Assicurazioni SPA,"=""0.00273%""","$163,566","63,567.00"
Glodon Co. Ltd. Class A,"=""0.00273%""","$163,431","14,900.00"
Orora Ltd.,"=""0.00272%""","$162,954","98,793.00"
Rengo Co. Ltd.,"=""0.00272%""","$163,166","21,700.00"
Kaken Pharmaceutical Co. Ltd.,"=""0.00271%""","$162,584","3,600.00"
Co for Cooperative Insurance,"=""0.00271%""","$162,570","7,481.00"
Shandong Gold Mining Co. Ltd. Class H,"=""0.00270%""","$162,080","51,800.00"
IHI Corp.,"=""0.00270%""","$162,062","13,100.00"
SF Holding Co. Ltd. Class A,"=""0.00270%""","$161,615","15,900.00"
PGE Polska Grupa Energetyczna SA,"=""0.00270%""","$161,685","91,113.00"
Taiwan Business Bank,"=""0.00270%""","$161,974","469,797.00"
Tata Steel Ltd.,"=""0.00269%""","$161,468","32,978.00"
Nordstrom Inc.,"=""0.00269%""","$161,460","11,794.00"
Eternal Materials Co. Ltd.,"=""0.00268%""","$160,408","151,828.00"
Semen Indonesia Persero Tbk PT,"=""0.00268%""","$160,932","254,700.00"
Yue Yuen Industrial Holdings Ltd.,"=""0.00267%""","$160,293","101,000.00"
Mouwasat Medical Services Co.,"=""0.00267%""","$160,024","5,506.00"
