FTSE All-World High Dividend Yield UCITS ETF (USD)   Distributing (VHYL)

Holding details 
As at date 31 July 2020


Holding name,% of funds,Market value,Shares,
"=""SIA Engineering Co. Ltd.""","=""0.00057%""","=""$6,196""","=""4,800""",
"=""Weifu High-Technology Group Co. Ltd. Class B""","=""0.00056%""","=""$6,080""","=""3,600""",
"=""Jiangxi Copper Co. Ltd. Class H""","=""0.00055%""","=""$5,955""","=""5,000""",
"=""China Petroleum & Chemical Corp. Class A""","=""0.00053%""","=""$5,790""","=""10,100""",
"=""Fuyao Glass Industry Group Co. Ltd. Class H""","=""0.00052%""","=""$5,587""","=""2,000""",
"=""China Shenhua Energy Co. Ltd. Class A""","=""0.00051%""","=""$5,493""","=""2,500""",
"=""Delek Group Ltd.""","=""0.00049%""","=""$5,297""","=""239""",
"=""Nine Dragons Paper Holdings Ltd.""","=""0.00048%""","=""$5,232""","=""5,000""",
"=""JTEKT Corp.""","=""0.00043%""","=""$4,634""","=""700""",
"=""Sa Sa International Holdings Ltd.""","=""0.00043%""","=""$4,624""","=""32,000""",
"=""Huaneng Power International Inc. Class H""","=""0.00039%""","=""$4,271""","=""10,000""",
"=""Nippon Yusen KK""","=""0.00036%""","=""$3,859""","=""300""",
"=""China Communications Services Corp. Ltd. Class H""","=""0.00036%""","=""$3,886""","=""6,000""",
"=""Tsogo Sun Gaming Ltd.""","=""0.00032%""","=""$3,503""","=""18,356""",
"=""Acer Inc.""","=""0.00032%""","=""$3,465""","=""5,000""",
"=""Kyushu Financial Group Inc.""","=""0.00030%""","=""$3,246""","=""800""",
"=""Thai Oil PCL (Foreign)""","=""0.00026%""","=""$2,829""","=""2,100""",
"=""Bangkok Life Assurance PCL""","=""0.00023%""","=""$2,442""","=""4,700""",
"=""Tokuyama Corp.""","=""0.00021%""","=""$2,317""","=""100""",
"=""China Merchants Port Holdings Co. Ltd.""","=""0.00021%""","=""$2,289""","=""2,000""",
"=""Cia Energetica de Minas Gerais""","=""0.00020%""","=""$2,171""","=""925""",
"=""Taiwan Fertilizer Co. Ltd.""","=""0.00018%""","=""$1,905""","=""1,000""",
"=""Times China Holdings Ltd.""","=""0.00016%""","=""$1,770""","=""1,000""",
"=""China Medical System Holdings Ltd.""","=""0.00011%""","=""$1,212""","=""1,000""",
"=""Kerry Properties Ltd.""","=""0.00011%""","=""$1,190""","=""500""",
"=""China Traditional Chinese Medicine Holdings Co. Ltd.""","=""0.00009%""","=""$1,022""","=""2,000""",
"=""Bank of Ireland Group plc""","=""0.00009%""","=""$991""","=""479""",
"=""Metallurgical Corp. of China Ltd. Class H""","=""0.00005%""","=""$507""","=""3,000""",
"=""Penta-Ocean Construction Co. Ltd.""","=""0.00005%""","=""$522""","=""100""",
"=""AIB Group plc""","=""0.00005%""","=""$488""","=""393""",
"=""Chongqing Rural Commercial Bank Co. Ltd. Class H""","=""0.00004%""","=""$405""","=""1,000""",
"=""Guangzhou R&F Properties Co. Ltd. Class H""","=""0.00004%""","=""$461""","=""400""",
"=""China Huarong Asset Management Co. Ltd. Class H""","=""0.00004%""","=""$454""","=""4,000""",
"=""China Everbright Bank Co. Ltd. Class H""","=""0.00003%""","=""$375""","=""1,000""",
"=""Guotai Junan Securities Co. Ltd. Class H""","=""0.00003%""","=""$331""","=""200""",
"=""Shanghai Pharmaceuticals Holding Co. Ltd. Class H""","=""0.00002%""","=""$178""","=""100""",
"=""China Merchants Shekou Industrial Zone Holdings Co. Ltd. Class A""","=""0.00002%""","=""$245""","=""100""",


""
"Total allocation percentages shown in the holdings details or the spreadsheet may not equal 100%, due to rounding or omission of cash and/or futures contracts."
